ICD9CM,ICD10CM,FLAG
804.25,S06.5X7A,10112
804.25,S06.5X8A,10112
804.25,S06.6X6A,10112
804.25,S06.6X7A,10112
804.25,S06.6X8A,10112
804.26,S02.91XA,10111
804.26,S06.4X9A,10112
804.26,S06.5X9A,10112
804.26,S06.6X9A,10112
804.29,S02.91XA,10111
804.29,S06.4X0A,10112
804.29,S06.5X0A,10112
804.29,S06.6X0A,10112
804.30,S02.91XA,10111
804.30,S06.360A,10112
804.31,S02.91XA,10111
804.31,S06.360A,10112
804.32,S02.91XA,10111
804.32,S06.361A,10112
804.32,S06.362A,10112
804.33,S02.91XA,10111
804.33,S06.363A,10112
804.33,S06.364A,10112
804.34,S02.91XA,10111
804.34,S06.365A,10112
804.35,S02.91XA,10111
804.35,S06.366A,10112
804.35,S06.367A,10112
804.35,S06.368A,10112
804.36,S02.91XA,10111
804.36,S06.369A,10112
804.39,S02.91XA,10111
804.39,S06.360A,10112
804.40,S02.91XA,10111
804.40,S06.890A,10112
804.40,S06.9X0A,10112
804.41,S02.91XA,10111
804.41,S06.890A,10112
804.41,S06.9X0A,10112
804.42,S02.91XA,10111
804.42,S06.891A,10112
804.42,S06.892A,10112
804.42,S06.9X1A,10112
804.42,S06.9X2A,10112
804.43,S02.91XA,10111
804.43,S06.893A,10112
804.43,S06.894A,10112
804.43,S06.9X4A,10112
804.44,S02.91XA,10111
804.44,S06.895A,10112
804.44,S06.9X5A,10112
804.45,S02.91XA,10111
804.45,S06.896A,10112
804.45,S06.897A,10112
804.45,S06.898A,10112
804.45,S06.9X6A,10112
804.45,S06.9X7A,10112
804.45,S06.9X8A,10112
804.46,S02.91XA,10111
804.46,S06.899A,10112
804.46,S06.9X9A,10112
804.49,S02.91XA,10111
804.49,S06.890A,10112
804.49,S06.9X9A,10112
804.50,S02.91XB,10000
804.51,S02.91XB,10000
804.52,S02.91XB,10000
804.53,S02.91XB,10000
804.54,S02.91XB,10000
804.55,S02.91XB,10000
804.56,S02.91XB,10000
804.59,S02.91XB,10000
804.60,S02.91XB,10111
804.60,S06.330A,10112
804.61,S02.91XB,10111
804.61,S06.330A,10112
804.62,S02.91XB,10111
804.62,S06.331A,10112
804.62,S06.332A,10112
804.63,S02.91XB,10111
804.63,S06.333A,10112
804.63,S06.334A,10112
804.64,S02.91XB,10111
804.64,S06.335A,10112
804.65,S02.91XB,10111
804.65,S06.336A,10112
804.65,S06.337A,10112
804.65,S06.338A,10112
804.66,S02.91XB,10111
804.66,S06.339A,10112
804.69,S02.91XB,10111
804.69,S06.330A,10112
804.70,S02.91XB,10111
804.70,S06.4X0A,10112
804.70,S06.5X0A,10112
804.70,S06.6X0A,10112
804.71,S02.91XB,10111
804.71,S06.4X0A,10112
804.71,S06.5X0A,10112
804.71,S06.6X0A,10112
804.72,S02.91XB,10111
804.72,S06.4X1A,10112
804.72,S06.4X2A,10112
804.72,S06.5X1A,10112
804.72,S06.5X2A,10112
804.72,S06.6X1A,10112
804.72,S06.6X2A,10112
804.73,S02.91XB,10111
804.73,S06.4X3A,10112
804.73,S06.4X4A,10112
804.73,S06.5X3A,10112
804.73,S06.5X4A,10112
804.73,S06.6X3A,10112
804.73,S06.6X4A,10112
804.74,S02.91XB,10111
804.74,S06.4X5A,10112
804.74,S06.5X5A,10112
804.74,S06.6X5A,10112
804.75,S02.91XB,10111
804.75,S06.4X6A,10112
804.75,S06.4X7A,10112
804.75,S06.4X8A,10112
804.75,S06.5X6A,10112
804.75,S06.5X7A,10112
804.75,S06.5X8A,10112
804.75,S06.6X6A,10112
804.75,S06.6X7A,10112
804.75,S06.6X8A,10112
804.76,S02.91XB,10111
804.76,S06.4X9A,10112
804.76,S06.5X9A,10112
804.76,S06.6X9A,10112
804.79,S02.91XB,10111
804.79,S06.4X0A,10112
804.79,S06.5X0A,10112
804.79,S06.6X0A,10112
804.80,S02.91XB,10111
804.80,S06.360A,10112
804.81,S02.91XB,10111
804.81,S06.360A,10112
804.82,S02.91XB,10111
804.82,S06.361A,10112
804.82,S06.362A,10112
804.83,S02.91XB,10111
804.83,S06.363A,10112
804.83,S06.364A,10112
804.84,S02.91XB,10111
804.84,S06.365A,10112
804.85,S02.91XB,10111
804.85,S06.366A,10112
804.85,S06.367A,10112
804.85,S06.368A,10112
804.86,S02.91XB,10111
804.86,S06.369A,10112
804.89,S02.91XB,10111
804.89,S06.360A,10112
804.90,S02.91XB,10111
804.90,S06.890A,10112
804.90,S06.9X0A,10112
804.91,S02.91XB,10111
804.91,S06.890A,10112
804.91,S06.9X0A,10112
804.92,S02.91XB,10111
804.92,S06.891A,10112
804.92,S06.892A,10112
804.92,S06.9X1A,10112
804.92,S06.9X2A,10112
804.93,S02.91XB,10111
804.93,S06.893A,10112
804.93,S06.894A,10112
804.93,S06.9X4A,10112
804.94,S02.91XB,10111
804.94,S06.895A,10112
804.94,S06.9X5A,10112
804.95,S02.91XB,10111
804.95,S06.896A,10112
804.95,S06.897A,10112
804.95,S06.898A,10112
804.95,S06.9X6A,10112
804.95,S06.9X7A,10112
804.95,S06.9X8A,10112
804.96,S02.91XB,10111
804.96,S06.899A,10112
804.96,S06.9X9A,10112
804.99,S02.91XB,10111
804.99,S06.890A,10112
804.99,S06.9X0A,10112
805.00,S12.9XXA,10000
805.01,S12.000A,10000
805.01,S12.001A,10000
805.02,S12.100A,10000
805.02,S12.101A,10000
805.03,S12.200A,10000
805.03,S12.201A,10000
805.04,S12.300A,10000
805.04,S12.301A,10000
805.05,S12.400A,10000
805.05,S12.401A,10000
805.06,S12.500A,10000
805.06,S12.501A,10000
805.07,S12.600A,10000
805.07,S12.601A,10000
805.08,S12.9XXA,10000
805.10,S12.9XXA,10000
805.11,S12.000B,10000
805.11,S12.001B,10000
805.12,S12.100B,10000
805.12,S12.101B,10000
805.13,S12.200B,10000
805.13,S12.201B,10000
805.14,S12.300B,10000
805.14,S12.301B,10000
805.15,S12.400B,10000
805.15,S12.401B,10000
805.16,S12.500B,10000
805.16,S12.501B,10000
805.17,S12.600B,10000
805.17,S12.601B,10000
805.18,S12.9XXA,10000
805.2,S22.009A,10000
805.3,S22.009B,10000
805.4,S32.009A,10000
805.5,S32.009B,10000
805.6,S32.10XA,10000
805.6,S32.2XXA,10000
805.7,S32.10XB,10000
805.7,S32.2XXB,10000
805.8,S12.9XXA,10000
805.8,S22.009A,10000
805.8,S32.009A,10000
805.8,S32.10XA,10000
805.8,S32.2XXA,10000
805.9,S12.9XXA,10000
805.9,S22.009B,10000
805.9,S32.009B,10000
805.9,S32.10XB,10000
805.9,S32.2XXB,10000
806.00,S12.000A,10112
806.00,S12.001A,10112
806.00,S12.100A,10122
806.00,S12.101A,10122
806.00,S12.200A,10132
806.00,S12.201A,10132
806.00,S12.300A,10142
806.00,S12.301A,10142
806.00,S14.101A,10111
806.00,S14.102A,10121
806.00,S14.103A,10131
806.00,S14.104A,10141
806.01,S12.000A,10112
806.01,S12.001A,10112
806.01,S12.100A,10122
806.01,S12.101A,10122
806.01,S12.200A,10132
806.01,S12.201A,10132
806.01,S12.300A,10142
806.01,S12.301A,10142
806.01,S14.111A,10111
806.01,S14.112A,10121
806.01,S14.113A,10131
806.01,S14.114A,10141
806.02,S12.000A,10112
806.02,S12.001A,10112
806.02,S12.100A,10122
806.02,S12.101A,10122
806.02,S12.200A,10132
806.02,S12.201A,10132
806.02,S12.300A,10142
806.02,S12.301A,10142
806.02,S14.131A,10111
806.02,S14.132A,10121
806.02,S14.133A,10131
806.02,S14.134A,10141
806.03,S12.000A,10112
806.03,S12.001A,10112
806.03,S12.100A,10122
806.03,S12.101A,10122
806.03,S12.200A,10132
806.03,S12.201A,10132
806.03,S12.300A,10142
806.03,S12.301A,10142
806.03,S14.121A,10111
806.03,S14.122A,10121
806.03,S14.123A,10131
806.03,S14.124A,10141
806.04,S12.000A,10112
806.04,S12.001A,10112
806.04,S12.100A,10122
806.04,S12.101A,10122
806.04,S12.200A,10132
806.04,S12.201A,10132
806.04,S12.300A,10142
806.04,S12.301A,10142
806.04,S14.151A,10111
806.04,S14.152A,10121
806.04,S14.153A,10131
806.04,S14.154A,10141
806.05,S12.400A,10112
806.05,S12.401A,10112
806.05,S12.500A,10122
806.05,S12.501A,10122
806.05,S12.600A,10132
806.05,S12.601A,10132
806.05,S14.105A,10111
806.05,S14.106A,10121
806.05,S14.107A,10131
806.06,S12.400A,10112
806.06,S12.401A,10112
806.06,S12.500A,10122
806.06,S12.501A,10122
806.06,S12.600A,10132
806.06,S12.601A,10132
806.06,S14.115A,10111
806.06,S14.116A,10121
806.06,S14.117A,10131
806.07,S12.400A,10112
806.07,S12.401A,10112
806.07,S12.500A,10122
806.07,S12.501A,10122
806.07,S12.600A,10132
806.07,S12.601A,10132
806.07,S14.135A,10111
806.07,S14.136A,10121
806.07,S14.137A,10131
806.08,S12.400A,10112
806.08,S12.401A,10112
806.08,S12.500A,10122
806.08,S12.501A,10122
806.08,S12.600A,10132
806.08,S12.601A,10132
806.08,S14.125A,10111
806.08,S14.126A,10121
806.08,S14.127A,10131
806.09,S12.400A,10112
806.09,S12.401A,10112
806.09,S12.500A,10122
806.09,S12.501A,10122
806.09,S12.600A,10132
806.09,S12.601A,10132
806.09,S14.155A,10111
806.09,S14.156A,10121
806.09,S14.157A,10131
806.10,S12.000B,10112
806.10,S12.001B,10112
806.10,S12.100B,10122
806.10,S12.101B,10122
806.10,S12.200B,10132
806.10,S12.201B,10132
806.10,S12.300B,10142
806.10,S12.301B,10142
806.10,S14.101A,10111
806.10,S14.102A,10121
806.10,S14.103A,10131
806.10,S14.104A,10141
806.11,S12.000B,10112
806.11,S12.001B,10112
806.11,S12.100B,10122
806.11,S12.101B,10122
806.11,S12.200B,10132
806.11,S12.201B,10132
806.11,S12.300B,10142
806.11,S12.301B,10142
806.11,S14.111A,10111
806.11,S14.112A,10121
806.11,S14.113A,10131
806.11,S14.114A,10141
806.12,S12.000B,10112
806.12,S12.001B,10112
806.12,S12.100B,10122
806.12,S12.101B,10122
806.12,S12.200B,10132
806.12,S12.201B,10132
806.12,S12.300B,10142
806.12,S12.301B,10142
806.12,S14.131A,10111
806.12,S14.132A,10121
806.12,S14.133A,10131
806.12,S14.134A,10141
806.13,S12.000B,10112
806.13,S12.001B,10112
806.13,S12.100B,10122
806.13,S12.101B,10122
806.13,S12.200B,10132
806.13,S12.201B,10132
806.13,S12.300B,10142
806.13,S12.301B,10142
806.13,S14.121A,10111
806.13,S14.122A,10121
806.13,S14.123A,10131
806.13,S14.124A,10141
806.14,S12.000B,10112
806.14,S12.001B,10112
806.14,S12.100B,10122
806.14,S12.101B,10122
806.14,S12.200B,10132
806.14,S12.201B,10132
806.14,S12.300B,10142
806.14,S12.301B,10142
806.14,S14.151A,10111
806.14,S14.152A,10121
806.14,S14.153A,10131
806.14,S14.154A,10141
806.15,S12.400B,10112
806.15,S12.401B,10112
806.15,S12.500B,10122
806.15,S12.501B,10122
806.15,S12.600B,10132
806.15,S12.601B,10132
806.15,S14.105A,10111
806.15,S14.106A,10121
806.15,S14.107A,10131
806.16,S12.400B,10112
806.16,S12.401B,10112
806.16,S12.500B,10122
806.16,S12.501B,10122
806.16,S12.600B,10132
806.16,S12.601B,10132
806.16,S14.115A,10111
806.16,S14.116A,10121
806.16,S14.117A,10131
806.17,S12.400B,10112
806.17,S12.401B,10112
806.17,S12.500B,10122
806.17,S12.501B,10122
806.17,S12.600B,10132
806.17,S12.601B,10132
806.17,S14.135A,10111
806.17,S14.136A,10121
806.17,S14.137A,10131
806.18,S12.400B,10112
806.18,S12.401B,10112
806.18,S12.500B,10122
806.18,S12.501B,10122
806.18,S12.600B,10132
806.18,S12.601B,10132
806.18,S14.125A,10111
806.18,S14.126A,10121
806.18,S14.127A,10131
806.19,S12.400B,10112
806.19,S12.401B,10112
806.19,S12.500B,10122
806.19,S12.501B,10122
806.19,S12.600B,10132
806.19,S12.601B,10132
806.19,S14.155A,10111
806.19,S14.156A,10121
806.19,S14.157A,10131
806.20,S22.019A,10112
806.20,S22.029A,10122
806.20,S22.039A,10122
806.20,S22.049A,10122
806.20,S22.059A,10122
806.20,S24.101A,10111
806.20,S24.102A,10121
806.21,S22.019A,10112
806.21,S22.029A,10122
806.21,S22.039A,10122
806.21,S22.049A,10122
806.21,S22.059A,10122
806.21,S24.111A,10111
806.21,S24.112A,10121
806.22,S22.019A,10112
806.22,S22.029A,10122
806.22,S22.039A,10122
806.22,S22.049A,10122
806.22,S22.059A,10122
806.22,S24.131A,10111
806.22,S24.132A,10121
806.23,S22.019A,10112
806.23,S22.029A,10122
806.23,S22.039A,10122
806.23,S22.049A,10122
806.23,S22.059A,10122
806.23,S24.151A,10111
806.23,S24.152A,10121
806.24,S22.019A,10112
806.24,S22.029A,10122
806.24,S22.039A,10122
806.24,S22.049A,10122
806.24,S22.059A,10122
806.24,S24.151A,10111
806.24,S24.152A,10121
806.25,S22.069A,10112
806.25,S22.079A,10112
806.25,S22.089A,10122
806.25,S24.103A,10111
806.25,S24.104A,10121
806.26,S22.069A,10112
806.26,S22.079A,10112
806.26,S22.089A,10122
806.26,S24.113A,10111
806.26,S24.114A,10121
806.27,S22.069A,10112
806.27,S22.079A,10112
806.27,S22.089A,10122
806.27,S24.133A,10111
806.27,S24.134A,10121
806.28,S22.069A,10112
806.28,S22.079A,10112
806.28,S22.089A,10122
806.28,S24.153A,10111
806.28,S24.154A,10121
806.29,S22.069A,10112
806.29,S22.079A,10112
806.29,S22.089A,10122
806.29,S24.153A,10111
806.29,S24.154A,10121
806.30,S22.019B,10112
806.30,S22.029B,10122
806.30,S22.039B,10122
806.30,S22.049B,10122
806.30,S22.059B,10122
806.30,S24.101A,10111
806.30,S24.102A,10121
806.31,S22.019B,10112
806.31,S22.029B,10122
806.31,S22.039B,10122
806.31,S22.049B,10122
806.31,S22.059B,10122
806.31,S24.111A,10111
806.31,S24.112A,10121
806.32,S22.019B,10112
806.32,S22.029B,10122
806.32,S22.039B,10122
806.32,S22.049B,10122
806.32,S22.059B,10122
806.32,S24.131A,10111
806.32,S24.132A,10121
806.33,S22.019B,10112
806.33,S22.029B,10122
806.33,S22.039B,10122
806.33,S22.049B,10122
806.33,S22.059B,10122
806.33,S24.151A,10111
806.33,S24.152A,10121
806.34,S22.019B,10112
806.34,S22.029B,10122
806.34,S22.039B,10122
806.34,S22.049B,10122
806.34,S22.059B,10122
806.34,S24.151A,10111
806.34,S24.152A,10121
806.35,S22.069B,10112
806.35,S22.079B,10112
806.35,S22.089B,10122
806.35,S24.103A,10111
806.35,S24.104A,10121
806.36,S22.069B,10112
806.36,S22.079B,10112
806.36,S22.089B,10122
806.36,S24.113A,10111
806.36,S24.114A,10121
806.37,S22.069B,10112
806.37,S22.079B,10112
806.37,S22.089B,10122
806.37,S24.133A,10111
806.37,S24.134A,10121
806.38,S22.069B,10112
806.38,S22.079B,10112
806.38,S22.089B,10122
806.38,S24.153A,10111
806.38,S24.154A,10121
806.39,S22.069B,10112
806.39,S22.079B,10112
806.39,S22.089B,10122
806.39,S24.153A,10111
806.39,S24.154A,10121
806.4,S32.009A,10112
806.4,S32.019A,10122
806.4,S32.029A,10132
806.4,S32.039A,10142
806.4,S32.049A,10152
806.4,S32.059A,10162
806.4,S34.101A,10121
806.4,S34.102A,10131
806.4,S34.103A,10141
806.4,S34.104A,10151
806.4,S34.105A,10161
806.4,S34.109A,10111
806.4,S34.111A,10121
806.4,S34.112A,10131
806.4,S34.113A,10141
806.4,S34.114A,10151
806.4,S34.115A,10161
806.4,S34.119A,10111
806.4,S34.121A,10121
806.4,S34.122A,10131
806.4,S34.123A,10141
806.4,S34.124A,10151
806.4,S34.125A,10161
806.4,S34.129A,10111
806.5,S32.009B,10112
806.5,S32.019B,10122
806.5,S32.029B,10132
806.5,S32.039B,10142
806.5,S32.049B,10152
806.5,S32.059B,10162
806.5,S34.101A,10121
806.5,S34.102A,10131
806.5,S34.103A,10141
806.5,S34.104A,10151
806.5,S34.105A,10161
806.5,S34.109A,10111
806.5,S34.111A,10121
806.5,S34.112A,10131
806.5,S34.113A,10141
806.5,S34.114A,10151
806.5,S34.115A,10161
806.5,S34.119A,10111
806.5,S34.121A,10121
806.5,S34.122A,10131
806.5,S34.123A,10141
806.5,S34.124A,10151
806.5,S34.125A,10161
806.5,S34.129A,10111
806.60,S32.10XA,10112
806.60,S32.2XXA,10112
806.60,S34.139A,10111
806.61,S32.10XA,10112
806.61,S32.2XXA,10112
806.61,S34.3XXA,10111
806.62,S32.10XA,10112
806.62,S32.2XXA,10112
806.62,S34.3XXA,10111
806.69,S32.10XA,10112
806.69,S32.2XXA,10112
806.69,S34.131A,10111
806.69,S34.132A,10111
806.70,S32.10XB,10112
806.70,S32.2XXB,10112
806.70,S34.139A,10111
806.71,S32.10XB,10112
806.71,S32.2XXB,10112
806.71,S34.3XXA,10111
806.72,S32.10XB,10112
806.72,S32.2XXB,10112
806.72,S34.3XXA,10111
806.79,S32.10XB,10112
806.79,S32.2XXB,10112
806.79,S34.131A,10111
806.79,S34.132A,10111
806.8,S12.9XXA,10112
806.8,S14.109A,10111
806.8,S22.009A,10122
806.8,S24.109A,10121
806.8,S32.009A,10132
806.8,S32.10XA,10142
806.8,S34.109A,10131
806.8,S34.139A,10141
806.9,S12.9XXA,10112
806.9,S14.109A,10111
806.9,S22.009B,10122
806.9,S24.109A,10121
806.9,S32.009B,10132
806.9,S32.10XB,10142
806.9,S34.109A,10131
806.9,S34.139A,10141
807.00,S22.39XA,10000
807.01,S22.39XA,10000
807.02,S22.49XA,10000
807.03,S22.49XA,10000
807.04,S22.49XA,10000
807.05,S22.49XA,10000
807.06,S22.49XA,10000
807.07,S22.49XA,10000
807.08,S22.49XA,10000
807.09,S22.49XA,10000
807.10,S22.39XB,10000
807.11,S22.39XB,10000
807.12,S22.49XB,10000
807.13,S22.49XB,10000
807.14,S22.49XB,10000
807.15,S22.49XB,10000
807.16,S22.49XB,10000
807.17,S22.49XB,10000
807.18,S22.49XB,10000
807.19,S22.49XB,10000
807.2,S22.20XA,10000
807.3,S22.20XB,10000
807.4,S22.5XXA,10000
807.4,S22.5XXB,10000
807.5,S12.8XXA,10000
807.6,S12.8XXA,10000
808.0,S32.409A,10000
808.1,S32.409B,10000
808.2,S32.501A,10000
808.2,S32.502A,10000
808.2,S32.509A,10000
808.3,S32.501B,10000
808.3,S32.502B,10000
808.3,S32.509B,10000
808.41,S32.309A,10000
808.42,S32.609A,10000
808.43,S32.810A,10000
808.43,S32.811A,10000
808.44,S32.82XA,10000
808.49,S32.89XA,10000
808.51,S32.309B,10000
808.52,S32.609B,10000
808.53,S32.810B,10000
808.53,S32.811B,10000
808.54,S32.82XB,10000
808.59,S32.89XB,10000
808.8,S32.9XXA,10000
808.9,S32.9XXB,10000
809.0,S22.9XXA,10000
809.1,S22.9XXB,10000
810.00,S42.009A,10000
810.01,S42.013A,10000
810.01,S42.016A,10000
810.01,S42.019A,10000
810.02,S42.023A,10000
810.02,S42.026A,10000
810.03,S42.033A,10000
810.03,S42.036A,10000
810.10,S42.009B,10000
810.11,S42.013B,10000
810.11,S42.016B,10000
810.11,S42.019B,10000
810.12,S42.023B,10000
810.12,S42.026B,10000
810.13,S42.033B,10000
810.13,S42.036B,10000
811.00,S42.109A,10000
811.01,S42.123A,10000
811.01,S42.126A,10000
811.02,S42.133A,10000
811.02,S42.136A,10000
811.03,S42.143A,10000
811.03,S42.146A,10000
811.03,S42.153A,10000
811.03,S42.156A,10000
811.09,S42.113A,10000
811.09,S42.116A,10000
811.09,S42.199A,10000
811.10,S42.109B,10000
811.11,S42.123B,10000
811.11,S42.126B,10000
811.12,S42.133B,10000
811.12,S42.136B,10000
811.13,S42.143B,10000
811.13,S42.146B,10000
811.13,S42.153B,10000
811.13,S42.156B,10000
811.19,S42.113B,10000
811.19,S42.116B,10000
811.19,S42.199B,10000
812.00,S42.209A,10000
812.01,S42.213A,10000
812.01,S42.216A,10000
812.02,S42.293A,10000
812.02,S42.295A,10000
812.03,S42.253A,10000
812.03,S42.256A,10000
812.09,S42.293A,10000
812.09,S42.296A,10000
812.10,S42.209B,10000
812.11,S42.213B,10000
812.11,S42.216B,10000
812.12,S42.293B,10000
812.12,S42.296B,10000
812.13,S42.253B,10000
812.13,S42.256B,10000
812.19,S42.293B,10000
812.19,S42.296B,10000
812.20,S42.309A,10000
812.21,S42.399A,10000
812.30,S42.309B,10000
812.31,S42.399B,10000
812.40,S42.409A,10000
812.41,S42.413A,10000
812.41,S42.416A,10000
812.42,S42.433A,10000
812.42,S42.436A,10000
812.42,S42.453A,10000
812.42,S42.456A,10000
812.43,S42.443A,10000
812.43,S42.446A,10000
812.43,S42.463A,10000
812.43,S42.466A,10000
812.44,S42.473A,10000
812.44,S42.476A,10000
812.49,S42.493A,10000
812.49,S42.496A,10000
812.50,S42.409B,10000
812.51,S42.413B,10000
812.51,S42.416B,10000
812.52,S42.453B,10000
812.52,S42.456B,10000
812.53,S42.463B,10000
812.53,S42.466B,10000
812.54,S42.473B,10000
812.54,S42.476B,10000
812.59,S42.493B,10000
812.59,S42.496B,10000
813.00,S52.90XA,10000
813.01,S52.023A,10000
813.01,S52.026A,10000
813.02,S52.043A,10000
813.02,S52.046A,10000
813.03,S52.279A,10000
813.04,S52.009A,10000
813.04,S52.099A,10000
813.05,S52.123A,10000
813.05,S52.126A,10000
813.06,S52.133A,10000
813.06,S52.136A,10000
813.07,S52.109A,10000
813.07,S52.189A,10000
813.07,S59.109A,10000
813.08,S52.009A,10112
813.08,S52.109A,10111
813.10,S52.90XB,10000
813.10,S52.90XC,10000
813.11,S52.023B,10000
813.11,S52.023C,10000
813.11,S52.026B,10000
813.11,S52.026C,10000
813.12,S52.043B,10000
813.12,S52.043C,10000
813.12,S52.046B,10000
813.12,S52.046C,10000
813.13,S52.279B,10000
813.13,S52.279C,10000
813.14,S52.009B,10000
813.14,S52.009C,10000
813.14,S52.099B,10000
813.14,S52.099C,10000
813.15,S52.123B,10000
813.15,S52.123C,10000
813.15,S52.126B,10000
813.15,S52.126C,10000
813.16,S52.133B,10000
813.16,S52.133C,10000
813.16,S52.136B,10000
813.16,S52.136C,10000
813.17,S52.109B,10000
813.17,S52.109C,10000
813.17,S52.189B,10000
813.17,S52.189C,10000
813.18,S52.009B,10112
813.18,S52.009C,10112
813.18,S52.109B,10111
813.18,S52.109C,10111
813.20,S52.90XA,10000
813.21,S52.309A,10000
813.22,S52.209A,10000
813.23,S52.209A,10111
813.23,S52.309A,10112
813.30,S52.90XB,10000
813.30,S52.90XC,10000
813.31,S52.309B,10000
813.31,S52.309C,10000
813.32,S52.209B,10000
813.32,S52.209C,10000
813.33,S52.209B,10111
813.33,S52.209C,10111
813.33,S52.309B,10112
813.33,S52.309C,10112
813.40,S52.90XA,10000
813.41,S52.539A,10000
813.41,S52.549A,10000
813.42,S52.509A,10000
813.43,S52.609A,10000
813.44,S52.509A,10112
813.44,S52.609A,10111
813.45,S52.119A,10000
813.45,S52.529A,10000
813.46,S52.019A,10000
813.46,S52.629A,10000
813.47,S52.011A,10121
813.47,S52.012A,10141
813.47,S52.111A,10122
813.47,S52.112A,10142
813.47,S52.521A,10112
813.47,S52.522A,10132
813.47,S52.621A,10111
813.47,S52.622A,10131
813.50,S52.90XB,10000
813.50,S52.90XC,10000
813.51,S52.539B,10000
813.51,S52.539C,10000
813.52,S52.509B,10000
813.52,S52.509C,10000
813.53,S52.609B,10000
813.53,S52.609C,10000
813.54,S52.509B,10112
813.54,S52.509C,10112
813.54,S52.609B,10111
813.54,S52.609C,10111
813.80,S52.90XA,10000
813.81,S52.90XA,10000
813.82,S52.90XA,10000
813.83,S52.90XA,10000
813.90,S52.90XB,10000
813.90,S52.90XC,10000
813.91,S52.90XB,10000
813.91,S52.90XC,10000
813.92,S52.90XB,10000
813.92,S52.90XC,10000
813.93,S52.90XB,10000
813.93,S52.90XC,10000
814.00,S62.109A,10000
814.01,S62.009A,10000
814.02,S62.123A,10000
814.02,S62.126A,10000
814.03,S62.113A,10000
814.03,S62.116A,10000
814.04,S62.163A,10000
814.04,S62.166A,10000
814.05,S62.173A,10000
814.05,S62.176A,10000
814.06,S62.183A,10000
814.06,S62.186A,10000
814.07,S62.133A,10000
814.07,S62.136A,10000
814.08,S62.143A,10000
814.08,S62.146A,10000
814.09,S62.153A,10000
814.09,S62.156A,10000
814.10,S62.109B,10000
814.11,S62.009B,10000
814.12,S62.123B,10000
814.12,S62.126B,10000
814.13,S62.113B,10000
814.13,S62.116B,10000
814.14,S62.163B,10000
814.14,S62.166B,10000
814.15,S62.173B,10000
814.15,S62.176B,10000
814.16,S62.183B,10000
814.16,S62.186B,10000
814.17,S62.133B,10000
814.17,S62.136B,10000
814.18,S62.143B,10000
814.18,S62.146B,10000
814.19,S62.153B,10000
814.19,S62.156B,10000
815.00,S62.309A,10000
815.01,S62.233A,10000
815.01,S62.236A,10000
815.02,S62.319A,10000
815.02,S62.349A,10000
815.03,S62.329A,10000
815.03,S62.359A,10000
815.04,S62.339A,10000
815.04,S62.369A,10000
815.09,S62.399A,10000
815.10,S62.309B,10000
815.11,S62.233B,10000
815.11,S62.236B,10000
815.12,S62.319B,10000
815.12,S62.349B,10000
815.13,S62.329B,10000
815.13,S62.359B,10000
815.14,S62.339B,10000
815.14,S62.369B,10000
815.19,S62.399B,10000
816.00,S62.509A,10000
816.00,S62.609A,10000
816.01,S62.513A,10000
816.01,S62.516A,10000
816.01,S62.629A,10000
816.01,S62.649A,10000
816.01,S62.659A,10000
816.02,S62.523A,10000
816.02,S62.526A,10000
816.02,S62.639A,10000
816.02,S62.669A,10000
816.03,S62.90XA,10000
816.10,S62.509B,10000
816.10,S62.609B,10000
816.11,S62.513B,10000
816.11,S62.516B,10000
816.11,S62.619B,10000
816.11,S62.629B,10000
816.11,S62.649B,10000
816.11,S62.659B,10000
816.12,S62.523B,10000
816.12,S62.526B,10000
816.12,S62.639B,10000
816.12,S62.669B,10000
816.13,S62.90XB,10000
817.0,S62.90XA,10000
817.1,S62.90XB,10000
818.0,S62.90XA,10000
818.1,S62.90XB,10000
819.0,S22.20XA,10122
819.0,S22.49XA,10123
819.0,S42.90XA,10121
819.0,S42.91XA,10111
819.0,S42.92XA,10112
819.0,S52.90XA,10121
819.0,S52.91XA,10111
819.0,S52.92XA,10112
819.1,S22.20XB,10122
819.1,S22.49XB,10123
819.1,S42.90XB,10121
819.1,S42.91XB,10111
819.1,S42.92XB,10112
819.1,S52.90XB,10121
819.1,S52.91XB,10111
819.1,S52.92XB,10112
820.00,S72.019A,10000
820.01,S72.023A,10000
820.01,S72.026A,10000
820.02,S72.033A,10000
820.02,S72.036A,10000
820.03,S72.043A,10000
820.03,S72.046A,10000
820.09,S72.099A,10000
820.10,S72.019B,10000
820.10,S72.019C,10000
820.11,S72.023B,10000
820.11,S72.023C,10000
820.11,S72.026B,10000
820.11,S72.026C,10000
820.12,S72.033B,10000
820.12,S72.033C,10000
820.12,S72.036B,10000
820.12,S72.036C,10000
820.13,S72.043B,10000
820.13,S72.043C,10000
820.13,S72.046B,10000
820.13,S72.046C,10000
820.19,S72.099B,10000
820.19,S72.099C,10000
820.20,S72.109A,10000
820.21,S72.143A,10000
820.21,S72.146A,10000
820.22,S72.23XA,10000
820.22,S72.26XA,10000
820.30,S72.109B,10000
820.30,S72.109C,10000
820.31,S72.143B,10000
820.31,S72.143C,10000
820.31,S72.146B,10000
820.31,S72.146C,10000
820.32,S72.23XB,10000
820.32,S72.23XC,10000
820.32,S72.26XB,10000
820.32,S72.26XC,10000
820.8,S72.009A,10000
820.9,S72.009B,10000
820.9,S72.009C,10000
821.00,S72.90XA,10000
821.01,S72.309A,10000
821.10,S72.90XB,10000
